latitud,longitud,profundidad,
89.99791666666667,-179.99791666666667,-4224.0,
89.99791666666667,-179.58125,-4224.0,
89.99791666666667,-179.16458333333333,-4224.0,
89.99791666666667,-178.74791666666667,-4224.0,
89.99791666666667,-178.33125,-4224.0,
89.99791666666667,-177.91458333333333,-4224.0,
89.99791666666667,-177.49791666666667,-4224.0,
89.99791666666667,-177.08125,-4224.0,
89.99791666666667,-176.66458333333333,-4224.0,
89.99791666666667,-176.24791666666667,-4224.0,
89.99791666666667,-175.83125,-4224.0,
89.99791666666667,-175.41458333333333,-4224.0,
89.99791666666667,-174.99791666666667,-4224.0,
89.99791666666667,-174.58125,-4224.0,
89.99791666666667,-174.16458333333333,-4224.0,
89.99791666666667,-173.74791666666667,-4224.0,
89.99791666666667,-173.33125,-4224.0,
89.99791666666667,-172.91458333333333,-4224.0,
89.99791666666667,-172.49791666666667,-4224.0,
89.99791666666667,-172.08125,-4224.0,
89.99791666666667,-171.66458333333333,-4224.0,
89.99791666666667,-171.24791666666667,-4224.0,
89.99791666666667,-170.83125,-4223.0,
89.99791666666667,-170.41458333333333,-4223.0,
89.99791666666667,-169.99791666666667,-4223.0,
89.99791666666667,-169.58125,-4223.0,
89.99791666666667,-169.16458333333333,-4223.0,
89.99791666666667,-168.74791666666667,-4224.0,
89.99791666666667,-168.33125,-4224.0,
89.99791666666667,-167.91458333333333,-4224.0,
89.99791666666667,-167.49791666666667,-4224.0,
89.99791666666667,-167.08125,-4224.0,
89.99791666666667,-166.66458333333333,-4224.0,
89.99791666666667,-166.24791666666667,-4224.0,
89.99791666666667,-165.83125,-4224.0,
89.99791666666667,-165.41458333333333,-4224.0,
89.99791666666667,-164.99791666666667,-4224.0,
89.99791666666667,-164.58125,-4224.0,
89.99791666666667,-164.16458333333333,-4224.0,
89.99791666666667,-163.74791666666667,-4224.0,
89.99791666666667,-163.33125,-4224.0,
89.99791666666667,-162.91458333333333,-4224.0,
89.99791666666667,-162.49791666666667,-4224.0,
89.99791666666667,-162.08125,-4224.0,
