latitud,longitud,profundidad,
-0.0020833333333314386,0.0020833333333314386,-4966.0,
-0.0020833333333314386,0.418749999999998,-4903.0,
-0.0020833333333314386,0.8354166666666646,-4862.0,
-0.0020833333333314386,1.252083333333331,-4800.0,
-0.0020833333333314386,1.6687499999999977,-3729.0,
-0.0020833333333314386,2.0854166666666645,-4598.0,
-0.0020833333333314386,2.502083333333331,-4429.0,
-0.0020833333333314386,2.9187499999999975,-4359.0,
-0.0020833333333314386,3.335416666666664,-4301.0,
-0.0020833333333314386,3.7520833333333306,-4191.0,
-0.0020833333333314386,4.1687499999999975,-4053.0,
-0.0020833333333314386,4.585416666666664,-4005.0,
-0.0020833333333314386,5.0020833333333306,-3818.0,
-0.0020833333333314386,5.418749999999997,-3557.0,
-0.0020833333333314386,5.835416666666664,-3114.0,
-0.0020833333333314386,6.2520833333333306,-2730.0,
-0.0020833333333314386,6.3145833333333306,-2565.0,
-0.0020833333333314386,6.3770833333333306,-2189.0,
-0.0020833333333314386,6.4395833333333306,-1785.0,
-0.0020833333333314386,6.5020833333333306,-62.0,
-0.0020833333333314386,6.56458333333333,-94.0,
-0.0020833333333314386,6.62708333333333,-1069.0,
-0.0020833333333314386,6.68958333333333,-2116.0,
-0.0020833333333314386,7.085416666666664,-2928.0,
-0.0020833333333314386,7.50208333333333,-2732.0,
-0.0020833333333314386,7.918749999999997,-2477.0,
-0.0020833333333314386,8.335416666666664,-1826.0,
-0.0020833333333314386,8.75208333333333,-596.0,
-0.0020833333333314386,9.12708333333333,-35.0,
-0.0020833333333314386,9.18958333333333,-32.0,
-0.0020833333333314386,9.25208333333333,-22.0,
-0.0020833333333314386,9.31458333333333,-5.0,
-0.0020833333333314386,42.939583333333324,-16.0,
-0.0020833333333314386,43.002083333333324,-272.0,
-0.0020833333333314386,43.064583333333324,-649.0,
-0.0020833333333314386,43.33541666666666,-1619.0,
-0.0020833333333314386,43.752083333333324,-2311.0,
-0.0020833333333314386,44.16874999999999,-2915.0,
-0.0020833333333314386,44.58541666666666,-3377.0,
-0.0020833333333314386,45.002083333333324,-3558.0,
-0.0020833333333314386,45.41874999999999,-3809.0,
-0.0020833333333314386,45.83541666666666,-3966.0,
-0.0020833333333314386,46.252083333333324,-4071.0,
-0.0020833333333314386,46.66874999999999,-4199.0,
-0.0020833333333314386,47.08541666666665,-4478.0,
-0.0020833333333314386,47.502083333333324,-4538.0,
-0.0020833333333314386,47.91874999999999,-4676.0,
-0.0020833333333314386,48.33541666666665,-4734.0,
-0.0020833333333314386,48.752083333333324,-4776.0,
-0.0020833333333314386,49.16874999999999,-4789.0,
-0.0020833333333314386,49.58541666666665,-4923.0,
-0.0020833333333314386,50.002083333333324,-5054.0,
-0.0020833333333314386,50.41874999999999,-5083.0,
-0.0020833333333314386,50.83541666666665,-5093.0,
-0.0020833333333314386,51.252083333333324,-5081.0,
-0.0020833333333314386,51.66874999999999,-5119.0,
-0.0020833333333314386,52.08541666666665,-5103.0,
-0.0020833333333314386,52.502083333333324,-5086.0,
-0.0020833333333314386,52.91874999999999,-5057.0,
-0.0020833333333314386,53.33541666666665,-4899.0,
-0.0020833333333314386,53.752083333333324,-4932.0,
-0.0020833333333314386,54.16874999999999,-4846.0,
-0.0020833333333314386,54.58541666666665,-4857.0,
-0.0020833333333314386,55.002083333333324,-4208.0,
-0.0020833333333314386,55.41874999999999,-4644.0,
-0.0020833333333314386,55.83541666666665,-2300.0,
-0.0020833333333314386,56.252083333333324,-4611.0,
-0.0020833333333314386,56.66874999999999,-4668.0,
-0.0020833333333314386,57.08541666666665,-4707.0,
-0.0020833333333314386,57.50208333333332,-4748.0,
-0.0020833333333314386,57.91874999999999,-4728.0,
-0.0020833333333314386,58.33541666666665,-4708.0,
-0.0020833333333314386,58.75208333333332,-4698.0,
-0.0020833333333314386,59.16874999999999,-4730.0,
-0.0020833333333314386,59.58541666666665,-4719.0,
-0.0020833333333314386,60.00208333333332,-4572.0,
-0.0020833333333314386,60.41874999999999,-4604.0,
-0.0020833333333314386,60.83541666666665,-4653.0,
-0.0020833333333314386,61.25208333333332,-4230.0,
-0.0020833333333314386,61.66874999999999,-4145.0,
-0.0020833333333314386,62.08541666666665,-4255.0,
-0.0020833333333314386,62.50208333333332,-3950.0,
-0.0020833333333314386,62.91874999999999,-3888.0,
-0.0020833333333314386,63.33541666666665,-4509.0,
-0.0020833333333314386,63.75208333333332,-3991.0,
-0.0020833333333314386,64.16874999999999,-4033.0,
-0.0020833333333314386,64.58541666666665,-4132.0,
-0.0020833333333314386,65.00208333333332,-3586.0,
-0.0020833333333314386,65.41874999999999,-4077.0,
-0.0020833333333314386,65.83541666666665,-3337.0,
-0.0020833333333314386,66.25208333333332,-4041.0,
-0.0020833333333314386,66.66874999999999,-2949.0,
-0.0020833333333314386,67.08541666666665,-4036.0,
-0.0020833333333314386,67.50208333333332,-2525.0,
-0.0020833333333314386,67.91874999999999,-3320.0,
-0.0020833333333314386,68.33541666666665,-3784.0,
-0.0020833333333314386,68.75208333333332,-3543.0,
-0.0020833333333314386,69.16874999999999,-3945.0,
-0.0020833333333314386,69.58541666666665,-4146.0,
-0.0020833333333314386,70.00208333333332,-3942.0,
-0.0020833333333314386,70.41874999999999,-3948.0,
-0.0020833333333314386,70.83541666666665,-3627.0,
-0.0020833333333314386,71.25208333333332,-4266.0,
-0.0020833333333314386,71.66874999999999,-3900.0,
-0.0020833333333314386,72.08541666666665,-4182.0,
-0.0020833333333314386,72.50208333333332,-3691.0,
-0.0020833333333314386,72.91874999999999,-2840.0,
-0.0020833333333314386,73.33541666666665,-1888.0,
-0.0020833333333314386,73.75208333333332,-2493.0,
-0.0020833333333314386,74.16874999999999,-2664.0,
-0.0020833333333314386,74.58541666666665,-3032.0,
-0.0020833333333314386,75.00208333333332,-4384.0,
-0.0020833333333314386,75.41874999999999,-4093.0,
-0.0020833333333314386,75.83541666666665,-4179.0,
-0.0020833333333314386,76.25208333333332,-4385.0,
-0.0020833333333314386,76.66874999999999,-4608.0,
-0.0020833333333314386,77.08541666666665,-4757.0,
-0.0020833333333314386,77.50208333333332,-4764.0,
-0.0020833333333314386,77.91874999999999,-4772.0,
-0.0020833333333314386,78.33541666666665,-4758.0,
-0.0020833333333314386,78.75208333333332,-4759.0,
-0.0020833333333314386,79.16874999999999,-4752.0,
-0.0020833333333314386,79.58541666666665,-4713.0,
-0.0020833333333314386,80.00208333333332,-4679.0,
-0.0020833333333314386,80.41874999999999,-4638.0,
-0.0020833333333314386,80.83541666666665,-4629.0,
-0.0020833333333314386,81.25208333333332,-4607.0,
-0.0020833333333314386,81.66874999999999,-4613.0,
-0.0020833333333314386,82.08541666666665,-4604.0,
